Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Date Read,Date Added,Bookshelves,Exclusive Shelf,Original Purchase Date
1789872,Ki in Aikido,C.M. Shifflett,Shifflett  C.M.,empty,965342530,9780965342537,0,3.51,Frog  Ltd.,Paperback,256,1998,empty,7/10/2011,martial-arts|aiki|to-read|own,to-read,empty
2151979,Samurai Aikijutsu: Techniques of the Samurai Swordsmen,Toshishiro Obata,Obata  Toshishiro,empty,946062226,9780946062225,0,4.56,Dragon Books,Paperback,143,1988,2/19/2002,7/10/2011,martial-arts|aiki|aikijujutsu|own,read,empty
90027,Total Aikido: The Master Course,Gozo Shioda,Shioda  Gozo,Yasuhisa Shioda  David Rubens,4770020589,9784770020581,0,4.07,Kodansha,Hardcover,208,1997,empty,7/10/2011,martial-arts|aiki|aikido|to-read|own,to-read,empty
979228,Dynamic Aikido,Gozo Shioda,Shioda  Gozo,Geoffrey Hamilton,870113011,9780870113017,0,4.1,Kodansha,Paperback,160,1977,1/16/2002,7/10/2011,martial-arts|aiki|aikido|own,read,empty
81972,The Spirit of Aikido,Kisshomaru Ueshiba,Ueshiba  Kisshomaru,Taitetsu Unno,870118501,9780870118500,0,4.11,Kodansha,Paperback,126,1988,3/13/2002,7/10/2011,martial-arts|aiki|aikido|own,read,empty
1004190,Aikido and the Dynamic Sphere: An Illustrated Introduction,Adele Westbrook,Westbrook  Adele,Oscar Ratti,804800049,9780804800044,0,4.2,Tuttle Publishing,Hardcover,375,1989,empty,7/10/2011,martial-arts|aiki|aikido|to-read|own,to-read,empty
1789869,Keijutsukai Aikido: Japanese Art of Self-Defense,Thomas H. Makiyama,Makiyama  Thomas H.,empty,089750092X,9780897500920,0,3.5,Black Belt Communications,Paperback,176,1983,empty,7/10/2011,martial-arts|aiki|aikido|to-read|own,to-read,empty
12004531,The Complete 7 Katas of Judo,M. Kawaishi,Kawaishi  M.,E.J. Harrison,572000596,9780572000592,0,4,W. Foulsham & Co. LTD.,Hardcover,empty,1957,empty,7/10/2011,to-read|martial-arts|jujutsu|judo|own,to-read,empty
9046864,Advanced Yang Style T'ai Chi Ch'uan,Yang Jwing-Ming,Jwing-Ming  Yang,empty,901764868,9780901764867,0,3,P.H.Crompton,Paperback,246,1986,empty,7/10/2011,to-read|martial-arts|taijiquan|own,to-read,empty
6615082,Men's Health Handbook: Practical Advice on Exercise  Sex  Nutrition  Stress Control  Disease Prevention  Age Reversal and More,Men's Health,Health  Men's,empty,875962262,9780875962269,0,2.67,Rodale Pr,Hardcover,334,1994,empty,7/10/2011,to-read|health|own,to-read,empty
2522907,Applied Cryptography: Protocols  Algorithms  and Source Code in C,Bruce Schneier,Schneier  Bruce,empty,471597562,9780471597568,0,4.19,Wiley,Paperback,618,1993,empty,7/10/2011,reference-only|computer-science|own,reference-only,empty
2521435,Options  Futures  and Other Derivatives,John C. Hull,Hull  John C.,empty,131864793,9780131864795,0,4.1,Prentice Hall,Hardcover,572,1996,empty,7/10/2011,reference-only|finance|mathematics|own,reference-only,empty
2444796,Roget A to Z,Robert L. Chapman,Chapman  Robert L.,empty,62700588,9780062700582,0,3.4,Collins Reference,Hardcover,768,1994,empty,7/9/2011,reference-only|english|dictionary|own,reference-only,empty
433443,An Introduction to Information Theory: Symbols  Signals and Noise,John Robinson Pierce,Pierce  John Robinson,empty,486240614,9780486240619,0,3.9,Dover Publications,Paperback,306,1980,empty,7/9/2011,to-read|mathematics|information-theory|own,to-read,empty
766872,Mastering Regular Expressions: Powerful Techniques for Perl and Other Tools,Jeffrey E.F. Friedl,Friedl  Jeffrey E.F.,empty,1565922573,9781565922570,4,4.13,O'Reilly Media,Paperback,368,1997,empty,7/9/2011,computer-science|unix-linux|reference-only|own,reference-only,empty
2138237,Barron's Sports Injuries Handbook,J.P.R. Williams,Williams  J.P.R.,empty,812059158,9780812059151,0,5,Barron's Educational Series,Hardcover,160,1988,empty,7/9/2011,health|physical-therapy|to-read|own,to-read,empty
1230137,The Wellness Encyclopedia of Food and Nutrition: How to Buy  Store  and Prepare Every Variety of Fresh Food,Sheldon Margen,Margen  Sheldon,Editors of the University of California  Berkeley Wellness Letter,929661036,9780929661032,0,4.33,Rebus,Hardcover,512,1992,empty,7/9/2011,health|nutrition|reference-only|own,reference-only,empty
1120723,Seeing Without Glasses: Improving Your Vision Naturally,Roberto Kaplan,Kaplan  Roberto,empty,941831973,9780941831970,0,3.48,Beyond Words Publishing,Paperback,empty,1994,empty,7/9/2011,health|vision|to-read|own,to-read,empty
1351672,Power Yoga: The Total Strength and Flexibility Workout,Beryl Bender Birch,Birch  Beryl Bender,empty,20583516,9780020583516,0,3.9,Touchstone,Paperback,288,1995,empty,7/9/2011,health|yoga|to-read|own,to-read,empty
587237,The Schwarzbein Principle,Diana Schwarzbein,Schwarzbein  Diana,empty,1558746803,9781558746800,0,3.74,Health Communications,Paperback,380,1999,7/9/2011,7/9/2011,health|nutrition|own,read,empty
1340002,Sleep Right In Five Nights: A Clear And Effective Guide For Conquering Insomnia,James Perl,Perl  James,empty,688122485,9780688122485,0,4,William Morrow & Company,Hardcover,320,empty,empty,7/9/2011,health|sleep|to-read|own,to-read,empty
610751,Bone  Breath  and Gesture: Practices of Embodiment  Volume 1,Don Hanlon Johnson,Johnson  Don Hanlon,empty,1556432011,9781556432019,0,4.55,North Atlantic Books,Paperback,408,1995,empty,7/9/2011,health|holistic|to-read|own,to-read,empty
3233436,Human Fuel Handbook: Nutrition for Peak Athletic Performance,Anonymous,Anonymous  Anonymous,Health for Life Staff  Bob Roden  Andrew T. Shields,944831176,9780944831175,0,3,Health for Life,Paperback,309,1988,empty,7/9/2011,health|nutrition|to-read|own,to-read,empty
1757064,The Future of the Body: Explorations into the Further Evolution of Human Nature,Michael Murphy,Murphy  Michael,empty,874776864,9780874776867,0,4.16,Jeremy P. Tarcher  Inc.,Hardcover,785,1992,empty,7/9/2011,health|holistic|to-read|own,to-read,empty
485248,The Life Extension Companion,Durk Pearson,Pearson  Durk,empty,044651277X,9780446512770,0,3.57,Warner Books,Hardcover,430,1984,empty,7/9/2011,health|holistic|to-read|own,to-read,empty
1082458,Life Extension: A Practical Scientific Approach Adding Years to Your Life and Life to Your Years,Durk Pearson,Pearson  Durk,Sandy Shaw,446512729,9780446512725,0,3,Warner Books,empty,empty,1985,empty,7/9/2011,health|holistic|to-read|own,to-read,empty
2048691,The Complete Book of Food Counts,Corinne T. Netzer,Netzer  Corinne T.,empty,440212715,9780440212713,0,3.94,Dell,Mass Market Paperback,672,1991,empty,7/9/2011,health|nutrition|own|reference-only,reference-only,empty
4739062,Hardcore Bodybuilding: The Blood  Sweat  And Tears Of Pumping Iron,Robert Kennedy,Kennedy  Robert,empty,806976462,9780806976464,0,4.5,Sterling Publishing (NY),Paperback,192,empty,1/1/1990,7/9/2011,health|exercise|strength|own,read,empty
11997320,Power Fore Arms!,Health for Life,Life  Health for,empty,944831060,9780944831069,4,4,empty,empty,empty,empty,1/1/1995,7/9/2011,health|exercise|strength|own,read,empty
2658601,Explosive Power: Plyometrics for Bodybuilders  Martial Artists & Other Athletes (Hfl Synergistic Training Series),Ed Derse,Derse  Ed,empty,944831281,9780944831281,0,0,Health for Life,Paperback,127,1994,empty,7/9/2011,health|exercise|strength|to-read|own,to-read,empty
391659,ChiRunning: A Revolutionary Approach to Effortless  Injury-Free Running,Danny Dreyer,Dreyer  Danny,Katherine Dreyer,074325144X,9780743251440,0,3.7,Fireside Books,Paperback,236,2004,empty,7/9/2011,health|exercise|running|to-read|own,to-read,empty
2690842,The New Fit or Fat,Covert Bailey,Bailey  Covert,empty,395605334,9780395605332,0,3.69,Mariner Books,Hardcover,0,1991,empty,7/9/2011,health|exercise|to-read|own,to-read,empty
11997319,The Body In Motion: Agility And Coordination,Time-Life Books,Books  Time-Life,empty,809461234,9780809461233,0,4,Time Life Medical,Hardcover,144,empty,empty,7/9/2011,health|exercise|to-read|own,to-read,empty
3424158,The Supple Body: The Way to Fitness  Strength  and Flexibility,Liliana Djurovic,Djurovic  Liliana,Liliana Djurovic,28604415,9780028604411,0,3.6,MacMillan Publishing Company,Paperback,144,1995,empty,7/9/2011,health|exercise|to-read|own,to-read,empty
11997317,Life Form User's Guide,Fewer Tiers  Inc. Staff,Staff  Fewer Tiers  Inc.,empty,964285711,9780964285712,0,0,Fitnesoft  Incorporated,Hardcover,240,1995,empty,7/9/2011,health|exercise|reference-only|own,reference-only,empty
56592,The Seven Sins of Memory: How the Mind Forgets and Remembers,Daniel L. Schacter,Schacter  Daniel L.,empty,618219196,9780618219193,0,3.87,Mariner Books,Paperback,206,2002,empty,7/9/2011,health|cognition|reasoning|to-read|own,to-read,empty
1062443,Max O2: The Complete Guide to Synergistic Aerobic Training (HFL synergistic training series),Jerry  Robinson,Robinson  Jerry,empty,944831303,9780944831304,4,3.33,Health for Life,Paperback,206,1994,1/1/1995,7/9/2011,health|exercise|own,read,empty
2478670,Committed to Memory,Rebecca Rupp,Rupp  Rebecca,empty,1854105922,9781854105929,0,3.65,Aurum Press,Paperback,empty,1998,empty,7/9/2011,health|cognition|mental-improvement|to-read|own,to-read,empty
125819,How We Know What Isn't So: The Fallibility of Human Reason in Everyday Life,Thomas Gilovich,Gilovich  Thomas,empty,29117062,9780029117064,0,3.94,Free Press,Paperback,216,1993,empty,7/9/2011,health|cognition|reasoning|to-read|own,to-read,empty
9260812,Extraordinary People,Darold A. Treffert,Treffert  Darold A.,empty,552994049,9780552994040,0,4.11,Black Swan,Paperback,320,1990,empty,7/9/2011,health|cognition|to-read|own,to-read,empty
4848135,Your Memory 2 Ed: How It Works and How to Improve It Second Edition,Kenneth L. Higbee,Higbee  Kenneth L.,empty,156924801X,9781569248010,0,3.91,Da Capo Press,Paperback,265,1996,empty,7/9/2011,health|cognition|mental-improvement|to-read|own,to-read,empty
2746072,How to be Twice as Smart: Boosting Your Brainpower and Unleashing the Miracles of Your Mind,Scott Witt,Witt  Scott,empty,134023390,9780134023397,0,3.87,Prentice-Hall,Paperback,276,1983,empty,7/9/2011,health|cognition|mental-improvement|to-read|own,to-read,empty
1459130,Brain Workout: Easy Ways to Power Up Your Memory  Sensory Perception  and Intelligence,Arthur Winter,Winter  Arthur,Ruth Winter,312154879,9780312154875,0,2.83,St. Martin's Press,Paperback,258,1997,empty,7/9/2011,health|cognition|mental-improvement|to-read|own,to-read,empty
988870,Brain Tricks,David L. Weiner,Weiner  David L.,empty,879759895,9780879759896,0,4,Prometheus Books,Paperback,358,1995,empty,7/9/2011,health|cognition|reasoning|to-read|own,to-read,empty
312724,Gray's Anatomy,Henry Gray,Gray  Henry,empty,1566194156,9781566194150,0,4.28,Dorset,Paperback,0,1994,empty,7/9/2011,health|anatomy-physiology|reference-only|own,reference-only,empty
4709806,Principles Anatomy & Physiology,Gerard J. Tortora,Tortora  Gerard J.,Nicholas P. Anagnostakos,60467045,9780060467043,0,4.11,Addison-Wesley Educational Publishers,Hardcover,956,1990,empty,7/9/2011,health|anatomy-physiology|reference-only|own,reference-only,empty
1404093,The Anatomy Coloring Book  ,Wynn Kapit,Kapit  Wynn,Lawrence M. Elson,64550168,9780064550161,0,4.23,Benjamin-Cummings Publishing Company,Paperback,161,1997,empty,7/9/2011,health|anatomy-physiology|reference-only|own,reference-only,empty
1188494,Your Miracle Brain: Dramatic New Scientific Evidence Reveals How You Can Use Food and Supplements To: Maximize Brain Power  Boost Your Memory  Lift Your Mood  Improve IQ and Creativity  Prevent and Reverse Mental Aging,Jean Carper,Carper  Jean,Reader Tbd 1,60183918,9780060183912,0,3.86,Harper,Hardcover,400,2000,6/4/2001,7/9/2011,health|cognition|own,read,empty
259777,Power Sleep : The Revolutionary Program That Prepares Your Mind for Peak Performance,James B. Maas,Maas  James B.,Megan L. Wherry  David J. Axelrod  Jennifer A. Blumin  Barbara R. Hogan,60977604,9780060977603,0,3.53,William Morrow Paperbacks,Paperback,320,1998,10/1/2001,7/9/2011,health|sleep|own,read,empty
3643565,The Brain Workout Book,Snowdon Parlette,Parlette  Snowdon,empty,087131813X,9780871318138,4,3.23,M. Evans and Company,Paperback,220,1997,1/17/1999,7/9/2011,health|cognition|mental-improvement|own,read,empty
1050434,Power Factor Training: A Scientific Approach to Building Lean Muscle Mass,Peter Sisco,Sisco  Peter,John R.  Little,809230712,9780809230716,0,3.17,McGraw-Hill Contemporary,Paperback,256,1997,4/11/2000,7/9/2011,health|exercise|strength|own,read,empty
2824277,The Memory Cure : The Safe  Scientifically Proven Breakthrough That Can Slow  Halt  or Even Reverse Age-Related Memory Loss,Thomas Crook,Crook  Thomas,Brenda D. Adderly,671026429,9780671026424,0,4,Pocket Books,Hardcover,287,1998,6/27/1999,7/9/2011,health|cognition|own,read,empty
2632056,Brain Longevity: The Breakthrough Medical Program That Improves Your Mind and Memory,Dharma Singh Khalsa,Khalsa  Dharma Singh,Cameron Stauth,446520675,9780446520676,0,3.71,Little  Brown and Company,Hardcover,454,2006,10/21/1998,7/9/2011,health|cognition|own,read,empty
1045071,The Bates Method for Better Eyesight without Glasses,William H. Bates,Bates  William H.,empty,805002413,9780805002416,0,3.48,Holt Paperbacks,Paperback,208,1981,4/10/2002,7/9/2011,health|vision|own,read,empty
80961,The Whartons' Stretch Book,Jim Wharton,Wharton  Jim,Phil Wharton,812926234,9780812926231,0,4.12,Harmony,Paperback,288,1996,5/9/1999,7/9/2011,health|exercise|own,read,empty
2723695,The Doctors Book of Home Remedies: Thousands of Tips and Techniques Anyone Can Use to Heal Everyday Health Problems,Prevention Magazine,Magazine  Prevention,Debora Tkac,553291564,9780553291568,0,3.89,Bantam,Mass Market Paperback,738,1995,empty,7/9/2011,health|to-read|own,to-read,empty
2603781,Kevin Trudeau's Mega Memory: How To Release Your Superpower Memory In 30 Minutes Or Less A Day,Kevin Trudeau,Trudeau  Kevin,empty,068813582X,9780688135829,0,3.54,William Morrow,Hardcover,360,1995,7/4/2000,7/9/2011,health|cognition|mental-improvement|own,read,empty
1388526,Double Your Brain Power: How to Use All of Your Brain All of the Time,Jean Marie Stine,Stine  Jean Marie,empty,131867199,9780131867192,0,3.36,Prentice Hall,Hardcover,256,1996,7/3/1998,7/9/2011,health|cognition|mental-improvement|own,read,empty
918102,Hold It! You're Exercizing Wrong: Your Prescription for First-Class Fitness Fast,Edward Jackowski,Jackowski  Edward,empty,671890778,9780671890773,0,3.29,Touchstone,Paperback,224,1995,7/13/1998,7/9/2011,health|exercise|strength|own,read,empty
11878068,Medical Curiosities: Adapted from Anomalies and Curiosities of Medicine Medical Curiosities: Adapted from Anomalies and Curiosities of Medicine,George M. Gould,Gould  George M.,empty,empty,empty,0,4,Hammond Publishing  Ltd.,Hardcover,empty,1982,empty,7/9/2011,to-read|genetics|science|own,to-read,empty
11996682,Evolution of Man After Darwin V2,Sol Tax,Tax  Sol,empty,1111009996,9781111009991,0,0,UNIV OF CHICAGO + PRESS,Hardcover,empty,1960,empty,7/9/2011,science|evolution|reference-only|own,reference-only,empty
10238,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,Fritjof Capra,Capra  Fritjof,empty,1570625190,9781570625190,0,3.96,Shambhala,Paperback,366,2000,empty,7/9/2011,science|physics|philosophy|to-read|own,to-read,empty
638851,Voodoo Science: The Road From Foolishness To Fraud,Robert L. Park,Park  Robert L.,empty,965019357,9780965019354,0,3.9,empty,empty,empty,empty,empty,7/9/2011,science|reference|to-read|own,to-read,empty
11996681,Creation's Tiny Mystery,Robert V. Gentry,Gentry  Robert V.,empty,961675322,9780961675325,0,4.17,empty,empty,empty,empty,empty,7/9/2011,science|evolution|to-read|own,to-read,empty
652045,The Secret of Life: Redesigning the Living World,Joseph S. Levine,Levine  Joseph S.,David Suzuki,963688103,9780963688101,0,3.7,Wgbh Boston,Hardcover,280,1993,empty,7/9/2011,science|genetics|to-read|own,to-read,empty
1081078,The Pyramids: An Enigma Solved,Joseph Davidovits,Davidovits  Joseph,Margie Morris,880295554,9780880295550,4,4.53,Barnes & Noble Inc,Hardcover,empty,1991,7/21/1998,7/9/2011,science|own,read,empty
2014374,Interpreting Evolution,H. James Birx,Birx  H. James,empty,879756365,9780879756369,0,3,Prometheus Books,Hardcover,326,1991,empty,7/9/2011,science|evolution|to-read|own,to-read,empty
22635,Darwin on Trial,Phillip E. Johnson,Johnson  Phillip E.,empty,830813241,9780830813247,0,3.9,InterVarsity Press,Paperback,220,1993,empty,7/9/2011,science|evolution|to-read|own,to-read,empty
4853803,Darwin's Emigma,Luther Sunderland,Sunderland  Luther,empty,089051108X,9780890511084,0,3.17,Master Books,Paperback,180,1984,empty,7/9/2011,science|evolution|to-read|own,to-read,empty
4763354,Hypnosis for Change,Josie Hadley,Hadley  Josie,Carol Staudacher,934986746,9780934986748,0,3.74,New Harbinger Publications,Paperback,221,1989,empty,7/9/2011,science|hypnosis|to-read|own,to-read,empty
441497,Essential Science,Philippa Wingate,Wingate  Philippa,Clive Gifford  Rebecca Treays,746010117,9780746010112,0,3.5,E.D.C. Publishing,Paperback,192,2005,empty,7/9/2011,science|reference|to-read|own,to-read,empty
2060457,The Triumph of Evolution: and the Failure of Creationism,Niles Eldredge,Eldredge  Niles,empty,716736381,9780716736387,0,3.55,W. H. Freeman,Hardcover,224,2000,empty,7/9/2011,science|evolution|to-read|own,to-read,empty
1139042,Evolution and the Myth of Creationism: A Basic Guide to the Facts in the Evolution Debate,Tim M. Berra,Berra  Tim M.,empty,804717702,9780804717700,0,3.67,Stanford University Press,Paperback,220,1990,empty,7/9/2011,science|evolution|to-read|own,to-read,empty
6404038,How The Leopard Changed Its Spots: The Evolution Of Complexity,Brian Goodwin,Goodwin  Brian,empty,075380171X,9780753801710,0,3.65,Phoenix,Paperback,256,1997,empty,7/9/2011,science|evolution|to-read|own,to-read,empty
4169561,Aardvarks to Zebras: A Menagerie of Facts  Fiction  and Fantasy about the Wonderful World of Animals,Melissa S. Tulin,Tulin  Melissa S.,empty,806515481,9780806515489,0,3.5,Carol Publishing Corporation,Paperback,286,1994,empty,7/9/2011,science|to-read|own,to-read,empty
6442008,Hypnosis Theory  Practice and Application: Theory  Practice and Application,Raphel H. Rhodes,Rhodes  Raphel H.,Foster Kennedy,806511192,9780806511191,0,3.67,Citadel,Paperback,192,2000,empty,7/9/2011,science|hypnosis|to-read|own,to-read,empty
2801692,Science of the X-Men,Link Yaco,Yaco  Link,empty,743434781,9780743434782,0,3.66,iBooks,Paperback,288,2001,empty,7/9/2011,science|reference|science-of-series|to-read|own,to-read,empty
989758,The Beak of the Finch: A Story of Evolution in Our Time,Jonathan Weiner,Weiner  Jonathan,empty,679400036,9780679400035,0,4.15,Alfred a Knopf,Hardcover,332,1994,empty,7/9/2011,science|evolution|to-read|own,to-read,empty
2068,Darwin's Dangerous Idea: Evolution and the Meanings of Life,Daniel C. Dennett,Dennett  Daniel C.,empty,068482471X,9780684824710,0,4.03,Simon & Schuster,Paperback,588,1996,empty,7/9/2011,science|evolution|to-read|own,to-read,empty
1557721,The Real Science Behind the X Files: Microbes  Meteorites  and Mutants,Anne Simon,Simon  Anne,empty,684856174,9780684856179,4,4.07,Simon & Schuster,Hardcover,320,1999,12/8/2001,7/9/2011,science|reference|science-of-series|own,read,empty
975519,Being Digital,Nicholas Negroponte,Negroponte  Nicholas,empty,679762906,9780679762904,0,3.8,Vintage,Paperback,255,1996,empty,7/9/2011,science|technology|to-read|own,to-read,empty
3949864,The Fermi Solution: Essays on Science,Hans Christian Von Baeyer,Baeyer  Hans Christian Von,empty,679400311,9780679400318,0,4.03,Random House,Hardcover,172,1993,empty,7/9/2011,science|physics|to-read|own,to-read,empty
723585,One Long Argument,Ernst W. Mayr,Mayr  Ernst W.,empty,674639065,9780674639065,0,4.1,Harvard University Press,Paperback,224,1993,empty,7/9/2011,science|evolution|to-read|own,to-read,empty
1714285,Relativity: The Special and the General Theory,Albert Einstein,Einstein  Albert,empty,517025302,9780517025307,0,4.17,Three Rivers Press,Paperback,208,1995,empty,7/9/2011,science|physics|to-read|own,to-read,empty
2861687,Studies in Creation: A General Introduction to the Creation/Evolution Debate,John Klotx,Klotx  John,John Klotx,057003969X,9780570039693,0,2,Concordia Publishing House,Paperback,216,1985,empty,7/9/2011,science|evolution|to-read|own,to-read,empty
1353237,Philadelphia Experiment,Charles Frambach Berlitz,Berlitz  Charles Frambach,William L. Moore,449214710,9780449214718,0,3.41,Fawcett Books,Mass Market Paperback,288,1981,empty,7/9/2011,science|to-read|own,to-read,empty
1920218,The Science Of Aliens,Clifford A. Pickover,Pickover  Clifford A.,empty,046507314X,9780465073146,0,3.83,Basic Books,Hardcover,240,1998,empty,7/9/2011,science|reference|science-of-series|to-read|own,to-read,empty
11996680,Signs Of Life: The Language And Meanings Of Dna,Robert Pollack,Pollack  Robert,empty,395644984,9780395644980,0,3.43,Houghton Mifflin,Hardcover,212,1994,empty,7/9/2011,science|genetics|to-read|own,to-read,empty
537155,River Out Of Eden: A Darwinian View Of Life,Richard Dawkins,Dawkins  Richard,empty,465016065,9780465016068,0,3.95,Basic Books,Hardcover,192,1995,empty,7/9/2011,science|evolution|to-read|own,to-read,empty
2420331,Was Einstein Right?,Clifford Will,Will  Clifford,empty,465090877,9780465090877,0,3,Basic Books,Paperback,304,1988,empty,7/9/2011,science|physics|to-read|own,to-read,empty
495319,How It Happens: the extraordinary processes of everyday things,Barbara Ann Kipfer,Kipfer  Barbara Ann,empty,375720820,9780375720826,0,3.27,Random House Reference,Paperback,336,2005,empty,7/9/2011,science|to-read|own,to-read,empty
1259850,The World Treasury of Physics  Astronomy and Mathematics,Timothy Ferris,Ferris  Timothy,Clifton Fadiman,316071366,9780316071369,0,4.08,Little  Brown US,Hardcover,980,1991,empty,7/9/2011,science|physics|to-read|own,to-read,empty
163856,The Science of Star Wars: An Astrophysicist's Independent Examination of Space Travel  Aliens  Planets  and Robots as Portrayed in the Star Wars Films and Books,Jeanne Cavelos,Cavelos  Jeanne,Joe Veltre,312263872,9780312263874,0,3.75,St. Martin's Griffin,Paperback,273,2000,empty,7/9/2011,science|reference|science-of-series|to-read|own,to-read,empty
1448994,Linguistics And Second Language Acquisition,Vivian Cook,Cook  Vivian,empty,312103557,9780312103552,0,3.91,St. Martin's Press,Hardcover,313,empty,empty,7/9/2011,science|to-read|linguistics|own,to-read,empty
319014,The Holographic Universe,Michael Talbot,Talbot  Michael,empty,60922583,9780060922580,0,4.17,Harper Perennial,Paperback,352,1992,empty,7/9/2011,science|to-read|own,to-read,empty
897123,Why the Reckless Survive,Melvin Konner,Konner  Melvin,empty,014015289X,9780140152890,0,3.47,Penguin Books,Paperback,320,1991,empty,7/9/2011,science|to-read|genetics|own,to-read,empty
1739898,How We Know: An Exploration of the Scientific Process,Martin Goldstein,Goldstein  Martin,Inge F. Goldstein,030680140X,9780306801402,0,4.14,Perseus Books Group,Paperback,376,1981,empty,7/9/2011,science|reference|to-read|own,to-read,empty
2551713,The Human Blueprint: The Race to Unlock the Secrets of Our Genetic Script,Robert Shapiro,Shapiro  Robert,empty,031205873X,9780312058739,0,3.71,St. Martin's Press,Hardcover,412,1991,empty,7/9/2011,science|genetics|to-read|own,to-read,empty
11996284,Evolution After Darwin. Vol. I: The Evolution Of Life. Vol. Ii: The Evolution Of Man. Vol. Iii: Issues In Evolution,Sol Tax,Tax  Sol,empty,226790843,9780226790848,0,0,empty,empty,empty,empty,empty,7/9/2011,science|evolution|reference-only|own,reference-only,empty
242604,Science and Creationism,Ashley Montagu,Montagu  Ashley,Isaac Asimov,195032535,9780195032536,0,3.5,Oxford University Press  USA,Paperback,432,1984,empty,7/9/2011,science|evolution|to-read|own,to-read,empty
3950878,The Best Test Preparation For The Fundamentals Of Engineering Examination,Research & Education Association,Association  Research & Education,Nesar U. Ahmed,878918493,9780878918492,0,0,Research & Education Association,Paperback,522,empty,empty,7/9/2011,study-aids|reference-only|own,reference-only,empty
805301,Finding Darwin's God: A Scientist's Search for Common Ground Between God and Evolution,Kenneth R. Miller,Miller  Kenneth R.,empty,60175931,9780060175931,0,3.91,HarperCollins Publishers,Hardcover,352,1999,empty,7/9/2011,science|evolution|to-read|own,to-read,empty
57392,Evolution: The Triumph of an Idea,Carl Zimmer,Zimmer  Carl,Stephen Jay Gould  Richard Hutton,60199067,9780060199067,0,4.08,Harper,Hardcover,344,2001,empty,7/9/2011,science|evolution|to-read|own,to-read,empty
806860,Know Your Body Clock: Discover Your Body's Inner Cycles and Rhythms and Learn the Best Times for Creativity  Exercise  Sex,Carol Orlock,Orlock  Carol,empty,806517034,9780806517032,0,3.4,Carol Publishing Corporation,Paperback,190,1995,empty,7/9/2011,self-help|to-read|own,to-read,empty
133203,The Gentle Art of Verbal Self-Defense,Suzette Haden Elgin,Elgin  Suzette Haden,empty,880290307,9780880290302,0,3.77,Dorset House Publishing Co Inc,Paperback,311,1985,empty,7/9/2011,self-help|to-read|own,to-read,empty
2249,Seven Habits of Highly Effective People,Stephen R. Covey,Covey  Stephen R.,empty,671708635,9780671708634,0,4.04,Free Press,Paperback,358,1990,1/1/1990,7/9/2011,self-help|own,read,empty
2201235,How to Gain an Extra Hour Every Day,Ray Josephs,Josephs  Ray,empty,452267838,9780452267831,0,3.46,Plume,Paperback,416,1992,2/7/1999,7/9/2011,self-help|own,read,empty
3576149,Self-Esteem: The Ultimate Program for Self-Help,Matthew McKay,McKay  Matthew,Patrick Fanning,1567310036,9781567310030,0,3.96,MJF Books,Hardcover,273,1992,empty,7/9/2011,self-help|to-read|own,to-read,empty
2793196,Getting It Done: The Transforming Power of Self-Discipline,Andrew J. DuBrin,DuBrin  Andrew J.,Kathy Kikkert,1560794704,9781560794707,0,3.73,Peterson Nelnet Co,Hardcover,235,1995,1/1/1995,7/9/2011,self-help|own,read,empty
1432418,How to Win an Argument  2nd Edition,Michael A. Gilbert,Gilbert  Michael A.,empty,471123498,9780471123491,0,3.69,Wiley,Paperback,208,1995,empty,7/9/2011,self-help|to-read|own,to-read,empty
2782388,Survive Information Overload: The 7 Best Ways to Manage Your Workload by Seeing the Big Picture,Kathryn Alesandrini,Alesandrini  Kathryn,empty,1556237219,9781556237218,0,0,McGraw-Hill Professional Publishing,Hardcover,266,1992,7/14/2000,7/9/2011,self-help|own,read,empty
1029440,How to Communicate: The Ultimate Guide to Improving Your Personal and Professional Relationships,Matthew McKay,McKay  Matthew,Patrick Fanning,1567310311,9781567310313,0,3.77,MJF Books,Hardcover,empty,1993,empty,7/9/2011,self-help|to-read|own,to-read,empty
212171,Stranger Than Science,Frank Edwards,Edwards  Frank,empty,821625136,9780821625132,0,3.53,Carol Publishing Corporation,Mass Market Paperback,303,1992,empty,7/9/2011,reference|to-read|own,to-read,empty
497200,The Professor and the Madman: A Tale of Murder  Insanity and the Making of the Oxford English Dictionary,Simon Winchester,Winchester  Simon,empty,006099486X,9780060994860,0,3.84,HarperPerennial,Paperback,242,1999,empty,7/9/2011,reference|to-read|own,to-read,empty
39927,How to Read a Book: The Classic Bestselling Guide to Reading Books and Accessing Information,Mortimer J. Adler,Adler  Mortimer J.,Charles Van Doren,1567310109,9781567310108,0,3.99,MJF Books,Hardcover,426,1972,empty,7/9/2011,reference|reading|to-read|own,to-read,empty
728284,More Paul Harvey's Rest of the Story,Paul Aurandt Jr.,Jr.  Paul Aurandt,Paul      Harvey,553145940,9780553145946,0,4.16,Bantam Books,Mass Market Paperback,195,1981,1/1/1995,7/9/2011,reference|own,read,empty
1445702,Speed Reading,Robert L. Zorn,Zorn  Robert L.,empty,64637344,9780064637343,0,3.95,Harper Perennial,Paperback,164,1991,1/1/1995,7/9/2011,reference|reading|speed-reading|own,read,empty
